item_id,item_name_en,name_status,description_symbol,description_status,source_file,source_line
ITEM_METEORITE,METEORITE,keep_english,sMeteoriteDesc,pending,src/data/items.h,3406
ITEM_ROOM_1_KEY,RM. 1 KEY,keep_english,sRoom1KeyDesc,pending,src/data/items.h,3418
ITEM_ROOM_2_KEY,RM. 2 KEY,keep_english,sRoom2KeyDesc,pending,src/data/items.h,3430
ITEM_ROOM_4_KEY,RM. 4 KEY,keep_english,sRoom4KeyDesc,pending,src/data/items.h,3442
ITEM_ROOM_6_KEY,RM. 6 KEY,keep_english,sRoom6KeyDesc,pending,src/data/items.h,3454
ITEM_STORAGE_KEY,STORAGE KEY,keep_english,sStorageKeyDesc,pending,src/data/items.h,3466
ITEM_ROOT_FOSSIL,ROOT FOSSIL,keep_english,sRootFossilDesc,pending,src/data/items.h,3478
ITEM_CLAW_FOSSIL,CLAW FOSSIL,keep_english,sClawFossilDesc,pending,src/data/items.h,3490
ITEM_DEVON_SCOPE,DEVON SCOPE,keep_english,sDevonScopeDesc,pending,src/data/items.h,3502
ITEM_TM_FOCUS_PUNCH,TM01,keep_english,sTM01Desc,pending,src/data/items.h,3516
ITEM_TM_DRAGON_CLAW,TM02,keep_english,sTM02Desc,pending,src/data/items.h,3527
ITEM_TM_WATER_PULSE,TM03,keep_english,sTM03Desc,pending,src/data/items.h,3538
ITEM_TM_CALM_MIND,TM04,keep_english,sTM04Desc,pending,src/data/items.h,3549
ITEM_TM_ROAR,TM05,keep_english,sTM05Desc,pending,src/data/items.h,3560
ITEM_TM_TOXIC,TM06,keep_english,sTM06Desc,pending,src/data/items.h,3571
ITEM_TM_HAIL,TM07,keep_english,sTM07Desc,pending,src/data/items.h,3582
ITEM_TM_BULK_UP,TM08,keep_english,sTM08Desc,pending,src/data/items.h,3593
ITEM_TM_BULLET_SEED,TM09,keep_english,sTM09Desc,pending,src/data/items.h,3604
ITEM_TM_HIDDEN_POWER,TM10,keep_english,sTM10Desc,pending,src/data/items.h,3615
ITEM_TM_SUNNY_DAY,TM11,keep_english,sTM11Desc,pending,src/data/items.h,3626
ITEM_TM_TAUNT,TM12,keep_english,sTM12Desc,pending,src/data/items.h,3637
ITEM_TM_ICE_BEAM,TM13,keep_english,sTM13Desc,pending,src/data/items.h,3648
ITEM_TM_BLIZZARD,TM14,keep_english,sTM14Desc,pending,src/data/items.h,3659
ITEM_TM_HYPER_BEAM,TM15,keep_english,sTM15Desc,pending,src/data/items.h,3670
ITEM_TM_LIGHT_SCREEN,TM16,keep_english,sTM16Desc,pending,src/data/items.h,3681
ITEM_TM_PROTECT,TM17,keep_english,sTM17Desc,pending,src/data/items.h,3692
ITEM_TM_RAIN_DANCE,TM18,keep_english,sTM18Desc,pending,src/data/items.h,3703
ITEM_TM_GIGA_DRAIN,TM19,keep_english,sTM19Desc,pending,src/data/items.h,3714
ITEM_TM_SAFEGUARD,TM20,keep_english,sTM20Desc,pending,src/data/items.h,3725
ITEM_TM_FRUSTRATION,TM21,keep_english,sTM21Desc,pending,src/data/items.h,3736
ITEM_TM_SOLAR_BEAM,TM22,keep_english,sTM22Desc,pending,src/data/items.h,3747
ITEM_TM_IRON_TAIL,TM23,keep_english,sTM23Desc,pending,src/data/items.h,3758
ITEM_TM_THUNDERBOLT,TM24,keep_english,sTM24Desc,pending,src/data/items.h,3769
ITEM_TM_THUNDER,TM25,keep_english,sTM25Desc,pending,src/data/items.h,3780
ITEM_TM_EARTHQUAKE,TM26,keep_english,sTM26Desc,pending,src/data/items.h,3791
ITEM_TM_RETURN,TM27,keep_english,sTM27Desc,pending,src/data/items.h,3802
ITEM_TM_DIG,TM28,keep_english,sTM28Desc,pending,src/data/items.h,3813
ITEM_TM_PSYCHIC,TM29,keep_english,sTM29Desc,pending,src/data/items.h,3824
ITEM_TM_SHADOW_BALL,TM30,keep_english,sTM30Desc,pending,src/data/items.h,3835
ITEM_TM_BRICK_BREAK,TM31,keep_english,sTM31Desc,pending,src/data/items.h,3846
ITEM_TM_DOUBLE_TEAM,TM32,keep_english,sTM32Desc,pending,src/data/items.h,3857
ITEM_TM_REFLECT,TM33,keep_english,sTM33Desc,pending,src/data/items.h,3868
ITEM_TM_SHOCK_WAVE,TM34,keep_english,sTM34Desc,pending,src/data/items.h,3879
ITEM_TM_FLAMETHROWER,TM35,keep_english,sTM35Desc,pending,src/data/items.h,3890
ITEM_TM_SLUDGE_BOMB,TM36,keep_english,sTM36Desc,pending,src/data/items.h,3901
ITEM_TM_SANDSTORM,TM37,keep_english,sTM37Desc,pending,src/data/items.h,3912
ITEM_TM_FIRE_BLAST,TM38,keep_english,sTM38Desc,pending,src/data/items.h,3923
ITEM_TM_ROCK_TOMB,TM39,keep_english,sTM39Desc,pending,src/data/items.h,3934
ITEM_TM_AERIAL_ACE,TM40,keep_english,sTM40Desc,pending,src/data/items.h,3945
ITEM_TM_TORMENT,TM41,keep_english,sTM41Desc,pending,src/data/items.h,3956
ITEM_TM_FACADE,TM42,keep_english,sTM42Desc,pending,src/data/items.h,3967
ITEM_TM_SECRET_POWER,TM43,keep_english,sTM43Desc,pending,src/data/items.h,3978
ITEM_TM_REST,TM44,keep_english,sTM44Desc,pending,src/data/items.h,3989
ITEM_TM_ATTRACT,TM45,keep_english,sTM45Desc,pending,src/data/items.h,4000
ITEM_TM_THIEF,TM46,keep_english,sTM46Desc,pending,src/data/items.h,4011
ITEM_TM_STEEL_WING,TM47,keep_english,sTM47Desc,pending,src/data/items.h,4022
ITEM_TM_SKILL_SWAP,TM48,keep_english,sTM48Desc,pending,src/data/items.h,4033
ITEM_TM_SNATCH,TM49,keep_english,sTM49Desc,pending,src/data/items.h,4044
ITEM_TM_OVERHEAT,TM50,keep_english,sTM50Desc,pending,src/data/items.h,4055
ITEM_HM_CUT,HM01,keep_english,sHM01Desc,pending,src/data/items.h,4066
ITEM_HM_FLY,HM02,keep_english,sHM02Desc,pending,src/data/items.h,4078
ITEM_HM_SURF,HM03,keep_english,sHM03Desc,pending,src/data/items.h,4090
ITEM_HM_STRENGTH,HM04,keep_english,sHM04Desc,pending,src/data/items.h,4102
ITEM_HM_FLASH,HM05,keep_english,sHM05Desc,pending,src/data/items.h,4114
ITEM_HM_ROCK_SMASH,HM06,keep_english,sHM06Desc,pending,src/data/items.h,4126
ITEM_HM_WATERFALL,HM07,keep_english,sHM07Desc,pending,src/data/items.h,4138
ITEM_HM_DIVE,HM08,keep_english,sHM08Desc,pending,src/data/items.h,4150
ITEM_15B,????????,keep_english,sDummyDesc,not_applicable,src/data/items.h,4162
ITEM_15C,????????,keep_english,sDummyDesc,not_applicable,src/data/items.h,4173
ITEM_OAKS_PARCEL,OAK'S PARCEL,keep_english,sOaksParcelDesc,pending,src/data/items.h,4186
ITEM_POKE_FLUTE,POKé FLUTE,keep_english,sPokeFluteDesc,pending,src/data/items.h,4198
ITEM_SECRET_KEY,SECRET KEY,keep_english,sSecretKeyDesc,pending,src/data/items.h,4210
ITEM_BIKE_VOUCHER,BIKE VOUCHER,keep_english,sBikeVoucherDesc,pending,src/data/items.h,4222
ITEM_GOLD_TEETH,GOLD TEETH,keep_english,sGoldTeethDesc,pending,src/data/items.h,4234
ITEM_OLD_AMBER,OLD AMBER,keep_english,sOldAmberDesc,pending,src/data/items.h,4246
ITEM_CARD_KEY,CARD KEY,keep_english,sCardKeyDesc,pending,src/data/items.h,4258
ITEM_LIFT_KEY,LIFT KEY,keep_english,sLiftKeyDesc,pending,src/data/items.h,4270
ITEM_HELIX_FOSSIL,HELIX FOSSIL,keep_english,sHelixFossilDesc,pending,src/data/items.h,4282
ITEM_DOME_FOSSIL,DOME FOSSIL,keep_english,sDomeFossilDesc,pending,src/data/items.h,4294
ITEM_SILPH_SCOPE,SILPH SCOPE,keep_english,sSilphScopeDesc,pending,src/data/items.h,4306
ITEM_BICYCLE,BICYCLE,keep_english,sBicycleDesc,pending,src/data/items.h,4318
ITEM_TOWN_MAP,TOWN MAP,keep_english,sTownMapDesc,pending,src/data/items.h,4331
ITEM_VS_SEEKER,VS SEEKER,keep_english,sVSSeekerDesc,pending,src/data/items.h,4344
ITEM_FAME_CHECKER,FAME CHECKER,keep_english,sFameCheckerDesc,pending,src/data/items.h,4357
ITEM_TM_CASE,TM CASE,keep_english,sTMCaseDesc,pending,src/data/items.h,4370
ITEM_BERRY_POUCH,BERRY POUCH,keep_english,sBerryPouchDesc,pending,src/data/items.h,4383
ITEM_TEACHY_TV,TEACHY TV,keep_english,sTeachyTVDesc,pending,src/data/items.h,4396
ITEM_TRI_PASS,TRI-PASS,keep_english,sTriPassDesc,pending,src/data/items.h,4409
ITEM_RAINBOW_PASS,RAINBOW PASS,keep_english,sRainbowPassDesc,pending,src/data/items.h,4422
ITEM_TEA,TEA,keep_english,sTeaDesc,pending,src/data/items.h,4435
ITEM_MYSTIC_TICKET,MYSTICTICKET,keep_english,sMysticTicketDesc,pending,src/data/items.h,4448
ITEM_AURORA_TICKET,AURORATICKET,keep_english,sAuroraTicketDesc,pending,src/data/items.h,4461
ITEM_POWDER_JAR,POWDER JAR,keep_english,sPowderJarDesc,pending,src/data/items.h,4474
ITEM_RUBY,RUBY,keep_english,sRubyDesc,pending,src/data/items.h,4487
ITEM_SAPPHIRE,SAPPHIRE,keep_english,sSapphireDesc,pending,src/data/items.h,4500
ITEM_MAGMA_EMBLEM,MAGMA EMBLEM,keep_english,sMagmaEmblemDesc,pending,src/data/items.h,4515
ITEM_OLD_SEA_MAP,OLD SEA MAP,keep_english,sOldSeaMapDesc,pending,src/data/items.h,4528
